Car Name,Car Webpage,Car Health,Price,Car Exterior Color,Car Interior Color,Miles,Fuel Type,Fuel Efficiency (mileage),EPA Range,Transmission,Drivetrain,Engine,Location,Listing Status,VIN,Stock Number,Accidents,Owners,Car Title Status,Use Type,Vehicle Last Inspected,Make,Model,Trim,Body Class,Model Year,Seating Capacity
2019 Jeep Cherokee Limited FWD,https://www.truecar.com/used-cars-for-sale/listing/1C4PJLDB6KD170500/2019-jeep-cherokee/,Used,"$12,495",Billet Silver Metallic Clearcoat,Black,"107,827 miles",Gas,22 city / 31 highway,,Automatic Transmission,FWD,2.4L Inline-4 Gas Inline,"Liburn, GA (1962 miles away)",Listed 117 days ago,1C4PJLDB6KD170500,J170500,0,2,Clean Title,Rental,12/13/2024,JEEP,Cherokee,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2019,5
2021 BMW X3 sDrive30i RWD,https://www.truecar.com/used-cars-for-sale/listing/5UXTY3C0XM9G84982/2021-bmw-x3/,Used,"$27,998",Jet Black,Black,"37,939 miles",Gas,25 city / 29 highway,,Automatic Transmission,RWD,2.0L Inline-4 Gas Inline,"Hoover, AL (9 miles away)",Listed 1 day ago,5UXTY3C0XM9G84982,26777821,0,1,Clean Title,Personal,2/1/2025,BMW,X3,sDrive30i,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2021,5
2023 Nissan Rogue 2023.5 SV FWD,https://www.truecar.com/used-cars-for-sale/listing/5N1BT3BA3PC900709/2023-nissan-rogue/,Used,"$18,420",Caspian Blue Metallic,Charcoal,"62,704 miles",Gas,30 city / 37 highway,,Automatic Transmission,FWD,1.5L Inline-3 Gas Inline,"Roswell, GA (1947 miles away)",Listed 14 days ago,5N1BT3BA3PC900709,PC900709,0,1,Clean Title,Personal,2/7/2025,NISSAN,Rogue,Grade SV,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2023,5
2013 Nissan Sentra SV CVT,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP2DL735528/2013-nissan-sentra/,Used,"$3,466",Brilliant Silver,Charcoal,"225,072 miles",Gas,30 city / 39 highway,,Automatic Transmission,FWD,1.8L Inline-4 Gas Inline,"Murray, UT (585 miles away)",Listed 43 days ago,3N1AB7AP2DL735528,MT01933A,0,2,Clean Title,Personal,1/9/2025,NISSAN,Sentra,,Sedan/Saloon,2013,
2022 Jeep Wagoneer Series II 4WD,https://www.truecar.com/used-cars-for-sale/listing/1C4SJVBT2NS112241/2022-jeep-wagoneer/,Used,"$31,479",Bright White Clearcoat,Global Black,"79,364 miles",Gas,15 city / 20 highway,,Automatic Transmission,4WD,5.7L V-8 Gas V,"Morrow, GA (1952 miles away)",Listed 119 days ago,1C4SJVBT2NS112241,99944972,0,1,Clean Title,Personal,1/8/2025,JEEP,Wagoneer,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2022,
2024 Ford Edge SEL,https://www.truecar.com/used-cars-for-sale/listing/2FMPK4J97RBA69949/2024-ford-edge/,Used,"$22,922",Agate Black Metallic,Ebony,"35,217 miles",Gas,21 city / 28 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Byron, GA (1998 miles away)",Listed 12 days ago,2FMPK4J97RBA69949,4LP104,0,1,Clean Title,Rental,2/4/2025,FORD,Edge,SEL,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2024,
2019 Subaru Crosstrek 2.0i Limited CVT,https://www.truecar.com/used-cars-for-sale/listing/JF2GTANC7KH209269/2019-subaru-crosstrek/,Used,"$13,791",Crystal White Pearl,Gray,"90,793 miles",Gas,27 city / 33 highway,,Automatic Transmission,AWD,2.0L Flat-4 Gas Flat,"Houston, TX (1382 miles away)",Listed 84 days ago,JF2GTANC7KH209269,209269,0,2,Clean Title,Personal,2/12/2025,SUBARU,Crosstrek,Limited+ES+BSD+NAVI,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2019,5
2021 Honda Odyssey Elite,https://www.truecar.com/used-cars-for-sale/listing/5FNRL6H95MB002127/2021-honda-odyssey/,Used,"$30,198",Obsidian Blue Pearl,Gray,"91,204 miles",Gas,19 city / 28 highway,,Automatic Transmission,FWD,3.5L V-6 Gas V,"Savannah, GA (2158 miles away)",Listed 21 days ago,5FNRL6H95MB002127,M363034A,0,2,Clean Title,Personal,1/31/2025,HONDA,Odyssey,ELITE,Minivan,2021,8
2019 Nissan Sentra SV CVT,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP8KY442135/2019-nissan-sentra/,Used,"$10,995",Brilliant Silver,Charcoal,"34,803 miles",Gas,29 city / 37 highway,,Automatic Transmission,FWD,1.8L Inline-4 Gas Inline,"Marietta, GA (1937 miles away)",Listed 34 days ago,3N1AB7AP8KY442135,442135,0,1,Clean Title,Fleet,1/18/2025,NISSAN,Sentra,,Sedan/Saloon,2019,
2017 Volvo XC90 T6 AWD 7-Passenger Momentum,https://www.truecar.com/used-cars-for-sale/listing/YV4A22PK3H1168283/2017-volvo-xc90/,Used,"$20,995",Savile Gray Metallic,Beige,"47,977 miles",Gas,20 city / 25 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Garland, TX (1259 miles away)",Listed 8 days ago,YV4A22PK3H1168283,168283,0,1,Clean Title,Personal,2/13/2025,VOLVO,XC90,Momentum,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2017,7
2021 Porsche Macan AWD,https://www.truecar.com/used-cars-for-sale/listing/WP1AA2A50MLB12338/2021-porsche-macan/,Used,"$38,998",White,Black,"29,784 miles",Gas,19 city / 23 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Augusta, GA (9 miles away)",Listed 14 days ago,WP1AA2A50MLB12338,26920003,0,1,Clean Title,Fleet,2/1/2025,PORSCHE,Macan,Base,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2021,5
2019 Nissan Kicks SR,https://www.truecar.com/used-cars-for-sale/listing/3N1CP5CU3KL556476/2019-nissan-kicks/,Used,"$8,495",Aspen White Tricoat,Charcoal,"115,288 miles",Gas,31 city / 36 highway,,Automatic Transmission,FWD,1.6L Inline-4 Gas Inline,"San Antonio, TX (1218 miles away)",Listed 8 days ago,3N1CP5CU3KL556476,9036,0,2,Clean Title,Fleet,2/13/2025,NISSAN,Kicks,,Hatchback/Liftback/Notchback,2019,
2023 Ford F-150 XLT SuperCrew 5.5' Box 2WD,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1C82PKD76273/2023-ford-f-150/,Certified Pre-Owned,"$32,300",Atlas Blue Metallic,Black W/Medium Dark Slate,"48,671 miles",Gas,20 city / 24 highway,,Automatic Transmission,RWD,3.5L V-6 Gas V,"Kennesaw, GA (1933 miles away)",Listed 17 days ago,1FTEW1C82PKD76273,PKD76273,0,1,Clean Title,Rental,2/4/2025,FORD,F-150,SuperCrew,Pickup,2023,
2024 Jeep Grand Cherokee Summit Reserve 4xe 4WD,https://www.truecar.com/used-cars-for-sale/listing/1C4RJYE68RC721517/2024-jeep-grand-cherokee/,Used,"$51,950",Diamond Black Crystal Pearlcoat,Global Black,"5,980 miles",Plug-In Hybrid,,,Automatic Transmission,4WD,2.0L Inline-4 Plug-In Hybrid Inline,"Chamblee, GA (1951 miles away)",Listed 229 days ago,1C4RJYE68RC721517,Y3013,0,1,Clean Title,Personal,1/10/2025,JEEP,Grand Cherokee,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2024,
2017 Chrysler Pacifica Touring L,https://www.truecar.com/used-cars-for-sale/listing/2C4RC1BGXHR809344/2017-chrysler-pacifica/,Used,"$10,940",Billet Silver Metallic Clearcoat,Black/Alloy,"117,211 miles",Gas,19 city / 28 highway,,Automatic Transmission,FWD,3.6L V-6 Gas V,"Alpharetta, GA (1950 miles away)",Listed 99 days ago,2C4RC1BGXHR809344,7809344,0,3,Clean Title,Rental,1/28/2025,CHRYSLER,Pacifica,Touring L,Minivan,2017,7
2019 Audi Q8 Premium,https://www.truecar.com/used-cars-for-sale/listing/WA1AVAF17KD009683/2019-audi-q8/,Used,"$34,998",Night Black,Black,"39,852 miles",Gas,17 city / 22 highway,,Automatic Transmission,AWD,3.0L V-6 Gas V,"Lithia Springs, GA (9 miles away)",Listed 1 day ago,WA1AVAF17KD009683,26258942,0,3,Clean Title,Personal,2/4/2025,AUDI,Q8,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2019,
2003 Volvo S80 2.9L,https://www.truecar.com/used-cars-for-sale/listing/YV1TS92D631297957/2003-volvo-s80/,Used,"$4,895",Ruby Red Metallic,Graphite,"129,453 miles",Gas,20 city / 28 highway,,Automatic Transmission,FWD,2.9L Inline-6 Gas Inline,"Cumming, GA (1959 miles away)",Listed 37 days ago,YV1TS92D631297957,31297957,0,3,Clean Title,Personal,1/15/2025,VOLVO,S80,,Sedan/Saloon,2003,
2017 Hyundai Tucson Sport FWD,https://www.truecar.com/used-cars-for-sale/listing/KM8J33A23HU355807/2017-hyundai-tucson/,Used,"$8,200",Molten Silver,Gray,"120,400 miles",Gas,25 city / 30 highway,,Automatic Transmission,FWD,1.6L Inline-4 Gas Inline,"Chesapeake, VA (2369 miles away)",Listed 63 days ago,KM8J33A23HU355807,null,0,2,Clean Title,Fleet,12/20/2024,HYUNDAI,Tucson,TL,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2017,5
2024 Nissan Altima 2.5 SL AWD,https://www.truecar.com/used-cars-for-sale/listing/1N4BL4EW0RN345541/2024-nissan-altima/,Used,"$27,877",Brilliant Silver Metallic,Charcoal,"19,733 miles",Gas,26 city / 36 highway,,Automatic Transmission,AWD,2.5L Inline-4 Gas Inline,"Garden City, GA (2154 miles away)",Listed 159 days ago,1N4BL4EW0RN345541,NN12277A,0,2,Clean Title,Personal,2/12/2025,NISSAN,Altima,SL,Sedan/Saloon,2024,5
2023 Volvo XC90 B6 Plus 7-Passenger AWD,https://www.truecar.com/used-cars-for-sale/listing/YV4062PN8P1921248/2023-volvo-xc90/,Used,"$40,998",Denim Blue Metallic,Black,"30,455 miles",Gas,20 city / 26 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Roswell, GA (9 miles away)",Listed 12 days ago,YV4062PN8P1921248,26920041,0,1,Clean Title,Fleet,1/26/2025,VOLVO,XC90,Plus Bright,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2023,7
2008 BMW 335i Sedan,https://www.truecar.com/used-cars-for-sale/listing/WBAVB77528NH78485/2008-bmw-3-series/,Used,"$6,495",Alpine White,Beige,"149,095 miles",Gas,19 city / 29 highway,,Automatic Transmission,RWD,3.0L Inline-6 Gas Inline,"Cumming, GA (1959 miles away)",Listed 10 days ago,WBAVB77528NH78485,8NH78485,0,4,Clean Title,Fleet,2/11/2025,BMW,335i,,Sedan/Saloon,2008,
2022 Honda CR-V EX-L AWD,https://www.truecar.com/used-cars-for-sale/listing/2HKRW2H84NH656935/2022-honda-cr-v/,Used,"$30,998",Crystal Black Pearl,Gray,"12,492 miles",Gas,27 city / 32 highway,,Automatic Transmission,AWD,1.5L Inline-4 Gas Inline,"Roswell, GA (9 miles away)",Listed 6 days ago,2HKRW2H84NH656935,26790434,0,1,Clean Title,Personal,2/1/2025,HONDA,CR-V,EX-L,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2022,5
2022 Buick Encore Preferred AWD,https://www.truecar.com/used-cars-for-sale/listing/KL4CJESM1NB552815/2022-buick-encore/,Used,"$16,396",Ebony Twilight Metallic,Ebony,"45,837 miles",Gas,23 city / 30 highway,,Automatic Transmission,AWD,1.4L Inline-4 Gas Inline,"Savannah, GA (2158 miles away)",Listed 27 days ago,KL4CJESM1NB552815,NB552815,0,1,Clean Title,Rental,1/25/2025,BUICK,Encore,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2022,5
2023 Toyota Camry SE Automatic FWD,https://www.truecar.com/used-cars-for-sale/listing/4T1G11AK3PU730100/2023-toyota-camry/,Used,"$21,800",Ice Cap,Black,"61,872 miles",Gas,28 city / 39 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Kennesaw, GA (1933 miles away)",Listed 44 days ago,4T1G11AK3PU730100,PU730100,0,1,Clean Title,Personal,1/8/2025,TOYOTA,Camry,SE,Sedan/Saloon,2023,5
2021 Cadillac CT5 Premium Luxury,https://www.truecar.com/used-cars-for-sale/listing/1G6DZ5RK2M0146174/2021-cadillac-ct5/,Used,"$30,000",Diamond Sky Metallic,Sky Cool Gray With Jet Black Accents,"32,394 miles",Gas,23 city / 32 highway,,Automatic Transmission,RWD,2.0L Inline-4 Gas Inline,"Warner Robins, GA (2004 miles away)",Listed 3 days ago,1G6DZ5RK2M0146174,T0146174,0,2,Clean Title,Personal,2/18/2025,CADILLAC,CT5,Premium Luxury Special Edition,Sedan/Saloon,2021,5
2022 Lexus RX 350 FWD,https://www.truecar.com/used-cars-for-sale/listing/2T2HZMAA3NC231779/2022-lexus-rx/,Used,"$42,678",Atomic Silver,Black,"36,985 miles",Gas,20 city / 27 highway,,Automatic Transmission,FWD,3.5L V-6 Gas V,"Savannah, GA (2158 miles away)",Listed 43 days ago,2T2HZMAA3NC231779,M313899A,0,1,Clean Title,Personal,1/9/2025,LEXUS,RX,Premium,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2022,5
2021 INFINITI Q50 RED SPORT 400 RWD,https://www.truecar.com/used-cars-for-sale/listing/JN1FV7DP2MM850046/2021-infiniti-q50/,Used,"$27,600",Majestic White,Graphite,"85,493 miles",Gas,20 city / 26 highway,,Automatic Transmission,RWD,3.0L V-6 Gas V,"Columbus, GA (1933 miles away)",Listed 5 days ago,JN1FV7DP2MM850046,11570C,0,2,Clean Title,Personal,12/11/2024,INFINITI,Q50,Grade RED SPORT,Sedan/Saloon,2021,5
2017 Ford Escape SE FWD,https://www.truecar.com/used-cars-for-sale/listing/1FMCU0GDXHUA54626/2017-ford-escape/,Used,"$6,999",Oxford White,Medium Light Stone,"122,537 miles",Gas,23 city / 30 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Burien, WA (951 miles away)",Listed 92 days ago,1FMCU0GDXHUA54626,HUA54626,0,3,Clean Title,Fleet,2/4/2025,FORD,Escape,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2017,5
2017 Lexus RX 350 FWD,https://www.truecar.com/used-cars-for-sale/listing/2T2ZZMCA5HC059485/2017-lexus-rx/,Used,"$19,000",Atomic Silver,Noble Brown,"145,613 miles",Gas,20 city / 27 highway,,Automatic Transmission,FWD,3.5L V-6 Gas V,"Warner Robins, GA (2007 miles away)",Listed 20 days ago,2T2ZZMCA5HC059485,TC059485,0,3,Clean Title,Personal,2/1/2025,LEXUS,RX,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2017,
2021 Jeep Grand Cherokee WK SRT 4WD,https://www.truecar.com/used-cars-for-sale/listing/1C4RJFDJ0MC766681/2021-jeep-grand-cherokee-wk/,Used,"$55,991",Green Metallic Clearcoat,Black,"34,392 miles",Gas,13 city / 19 highway,,Automatic Transmission,4WD,6.4L V-8 Gas V,"Roswell, GA (1947 miles away)",Listed 74 days ago,1C4RJFDJ0MC766681,766681,0,1,Clean Title,Personal,12/9/2024,JEEP,Grand Cherokee,SRT,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2021,
2008 Mercedes-Benz S 550 RWD,https://www.truecar.com/used-cars-for-sale/listing/WDDNG71X98A154501/2008-mercedes-benz-s-class/,Used,"$10,888",Black,Black,"78,668 miles",Gas,14 city / 21 highway,,Automatic Transmission,RWD,5.5L V-8 Gas V,"Malvern, PA (2382 miles away)",Listed 441 days ago,WDDNG71X98A154501,154501,0,4,Clean Title,Fleet,12/17/2024,MERCEDES-BENZ,S-Class,,Sedan/Saloon,2008,
2016 Ford Fusion Energi Titanium FWD,https://www.truecar.com/used-cars-for-sale/listing/3FA6P0SU1GR403507/2016-ford-fusion/,Used,"$12,850",White Platinum Metallic Tri-Coat,Charcoal Black,"75,169 miles",Plug-In Hybrid,95 city / 81 highway,,Automatic Transmission,FWD,2.0L Inline-4 Plug-In Hybrid Inline,"Savannah, GA (2151 miles away)",Listed 7 days ago,3FA6P0SU1GR403507,14626,1 Accident,4,Clean Title,Fleet,2/14/2025,FORD,Fusion,,Sedan/Saloon,2016,
2024 Chevrolet Colorado Z71 Crew Cab Short Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1GCPTDEK9R1185342/2024-chevrolet-colorado/,Used,"$38,948",Black,Jet Black/Adrenaline Red,"29,986 miles",Gas,17 city / 21 highway,,Automatic Transmission,4WD,2.7L Inline-4 Gas Inline,"Savannah, GA (2158 miles away)",Listed 6 days ago,1GCPTDEK9R1185342,R1185342,0,1,Clean Title,Personal,2/15/2025,CHEVROLET,Colorado,Z71,Pickup,2024,
2022 Toyota Corolla LE CVT,https://www.truecar.com/used-cars-for-sale/listing/5YFEPMAE6NP321654/2022-toyota-corolla/,Used,"$17,987",Celestite,Light Gray,"48,168 miles",Gas,30 city / 38 highway,,Automatic Transmission,FWD,1.8L Inline-4 Gas Inline,"Alpharetta, GA (1951 miles away)",Listed 260 days ago,5YFEPMAE6NP321654,l321654,0,1,Clean Title,Fleet,1/17/2025,TOYOTA,Corolla,LE,Sedan/Saloon,2022,5
2021 Mercedes-Benz AMG E 53 Cabriolet 4MATIC+,https://www.truecar.com/used-cars-for-sale/listing/W1K1K6BB0MF151198/2021-mercedes-benz-e-class/,Used,"$46,000",Selenite Grey Metallic,Black,"32,367 miles",Gas,21 city / 27 highway,,Automatic Transmission,AWD,3.0L Inline-6 Gas Inline,"Marietta, GA (1935 miles away)",Listed 3 days ago,W1K1K6BB0MF151198,151199,0,0,Clean Title,Personal,2/18/2025,MERCEDES-BENZ,E-Class,,Convertible/Cabriolet,2021,
2022 Chevrolet Equinox LT with 2FL FWD,https://www.truecar.com/used-cars-for-sale/listing/2GNAXJEV0N6127038/2022-chevrolet-equinox/,Used,"$20,998",Iron Gray Metallic,Medium Ash Gray,"25,252 miles",Gas,26 city / 31 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Augusta, GA (9 miles away)",Listed 7 days ago,2GNAXJEV0N6127038,26547249,0,1,Clean Title,Fleet,2/6/2025,CHEVROLET,Equinox,LT (2FL),Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2022,5
2017 Honda Civic LX Sedan CVT,https://www.truecar.com/used-cars-for-sale/listing/2HGFC2F54HH502101/2017-honda-civic/,Used,"$9,991",Crystal Black Pearl,Black,"130,797 miles",Gas,31 city / 40 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Van Nuys, CA (11 miles away)",Listed 99 days ago,2HGFC2F54HH502101,2024344,0,2,Clean Title,Personal,1/28/2025,HONDA,Civic,LX,Sedan/Saloon,2017,5
2016 Kia Sorento LX I4 AWD,https://www.truecar.com/used-cars-for-sale/listing/5XYPGDA3XGG021405/2016-kia-sorento/,Used,"$5,747",Titanium Silver,Satin Black,"212,771 miles",Gas,21 city / 26 highway,,Automatic Transmission,AWD,2.4L Inline-4 Gas Inline,"Columbus, GA (1931 miles away)",Listed 16 days ago,5XYPGDA3XGG021405,GG021405,1 Accident,3,Clean Title,Personal,2/5/2025,KIA,Sorento,L / LX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2016,
2013 Honda Fit Automatic,https://www.truecar.com/used-cars-for-sale/listing/JHMGE8H34DC045572/2013-honda-fit/,Used,"$8,999",Alabaster Silver Metallic,Unknown,"88,133 miles",Gas,28 city / 35 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Houston, TX (1377 miles away)",Listed 21 days ago,JHMGE8H34DC045572,DC045572,0,1,Clean Title,Personal,1/31/2025,HONDA,Fit,,Hatchback/Liftback/Notchback,2013,
2017 Jaguar F-PACE Premium 20d,https://www.truecar.com/used-cars-for-sale/listing/SADCJ2BN0HA490948/2017-jaguar-f-pace/,Used,"$17,019",Ebony,Jet/Tonal Stitch,"72,079 miles",Diesel,26 city / 33 highway,,Automatic Transmission,AWD,2.0L Inline-4 Diesel Inline,"Roswell, GA (1947 miles away)",Listed 1041 days ago,SADCJ2BN0HA490948,HA490948,0,2,Clean Title,Personal,12/18/2024,JAGUAR,F-PACE,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2017,5
2022 Dodge Charger R/T RWD,https://www.truecar.com/used-cars-for-sale/listing/2C3CDXCT3NH240585/2022-dodge-charger/,Used,"$32,986",Smoke Show,Black,"24,151 miles",Gas,16 city / 25 highway,,Automatic Transmission,RWD,5.7L V-8 Gas V,"Pooler, GA (2149 miles away)",Listed 31 days ago,2C3CDXCT3NH240585,NH240585,1 Accident,1,Clean Title,Personal,1/21/2025,DODGE,Charger,,Sedan/Saloon,2022,5
2021 Ford F-150 Lariat SuperCab 6.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTEX1EP5MFB75165/2021-ford-f-150/,Used,"$29,996",Rapid Red Metallic Tinted Clearcoat,Black,"111,596 miles",Gas,19 city / 24 highway,,Automatic Transmission,4WD,2.7L V-6 Gas V,"Kennesaw, GA (1933 miles away)",Listed 30 days ago,1FTEX1EP5MFB75165,MFB75165,0,1,Clean Title,Personal,1/22/2025,FORD,F-150,,Pickup,2021,
2024 Volvo S60 Core Dark Theme FWD,https://www.truecar.com/used-cars-for-sale/listing/7JRL12FK9RG316307/2024-volvo-s60/,Used,"$24,998",Denim Blue Metallic,Black,"16,332 miles",Gas,26 city / 35 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Stockbridge, GA (9 miles away)",Listed 1 day ago,7JRL12FK9RG316307,26792655,0,1,Clean Title,Rental,2/12/2025,VOLVO,S60,Core,Sedan/Saloon,2024,5
2016 Ford Explorer Limited FWD,https://www.truecar.com/used-cars-for-sale/listing/1FM5K7F85GGC64575/2016-ford-explorer/,Used,"$14,899",Magnetic Metallic,Medium Light Camel,"75,540 miles",Gas,17 city / 24 highway,,Automatic Transmission,FWD,3.5L V-6 Gas V,"Conyers, GA (1967 miles away)",Listed 99 days ago,1FM5K7F85GGC64575,GGC64575,0,2,Clean Title,Fleet,1/28/2025,FORD,Explorer,Limited,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2016,
2022 Land Rover Discovery HSE R-Dynamic P360,https://www.truecar.com/used-cars-for-sale/listing/SALRM4EU2N2460098/2022-land-rover-discovery/,Used,"$40,481",Portofino Blue Metallic,Light Oyster/Ebony/Light Oyster/Ebony,"29,465 miles",Gas,18 city / 24 highway,,Automatic Transmission,4WD,3.0L Inline-6 Gas Inline,"Chamblee, GA (1950 miles away)",Listed 116 days ago,SALRM4EU2N2460098,460098,0,1,Clean Title,Personal,1/11/2025,LAND ROVER,Discovery,HSE R-Dynamic,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2022,7
2021 Mercedes-Benz S 580 Sedan 4MATIC,https://www.truecar.com/used-cars-for-sale/listing/W1K6G7GB8MA033887/2021-mercedes-benz-s-class/,Used,"$44,988",Designo Diamond White,Black,"93,898 miles",Gas,17 city / 25 highway,,Automatic Transmission,AWD,4.0L V-8 Gas V,"Valley Stream, NY (2475 miles away)",Listed 9 days ago,W1K6G7GB8MA033887,M16751,0,1,Clean Title,Personal,2/12/2025,MERCEDES-BENZ,S-Class,,Sedan/Saloon,2021,5
2020 Honda Civic Sport Coupe CVT,https://www.truecar.com/used-cars-for-sale/listing/2HGFC4B87LH304973/2020-honda-civic/,Used,"$20,998",Platinum White Pearl,Black,"52,232 miles",Gas,39 city / 36 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Warner Robins, GA (9 miles away)",Listed 13 days ago,2HGFC4B87LH304973,26935540,0,1,Clean Title,Personal,2/8/2025,HONDA,Civic,Sport,Coupe,2020,5
2021 Mercedes-Benz GLA 250 4MATIC,https://www.truecar.com/used-cars-for-sale/listing/W1N4N4HB1MJ181957/2021-mercedes-benz-gla/,Used,"$27,998",Denim Blue Metallic,Tan,"26,933 miles",Gas,24 city / 33 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Columbus, GA (9 miles away)",Listed 2 days ago,W1N4N4HB1MJ181957,26761486,0,2,Clean Title,Fleet,2/20/2025,MERCEDES-BENZ,GLA-Class,GLA250-4M,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2021,5
2015 Lexus RC 350 RWD,https://www.truecar.com/used-cars-for-sale/listing/JTHHE5BC0F5005489/2015-lexus-rc/,Used,"$25,634",Nebula Gray Pearl,Playa,"49,142 miles",Gas,19 city / 28 highway,,Automatic Transmission,RWD,3.5L V-6 Gas V,"Roswell, GA (1947 miles away)",Listed 27 days ago,JTHHE5BC0F5005489,NLR2461134A,0,2,Clean Title,Personal,1/25/2025,LEXUS,RC,350,Coupe,2015,
2023 Fisker Ocean One AWD,https://www.truecar.com/used-cars-for-sale/listing/VCF1ZBU27PG004047/2023-fisker-ocean/,Used,"$18,987",Blue Planet,Black Abyss Plus,"15,672 miles",Electric,,360 mi,Automatic Transmission,AWD,L - Electric,"Plymouth, MI (1972 miles away)",Listed 56 days ago,VCF1ZBU27PG004047,5966P,0,2,Clean Title,Personal,12/27/2024,FISKER,Ocean,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2023,5
2021 Porsche Macan AWD,https://www.truecar.com/used-cars-for-sale/listing/WP1AA2A5XMLB04408/2021-porsche-macan/,Used,"$39,991",Miami Blue,Black,"21,867 miles",Gas,19 city / 23 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Roswell, GA (1947 miles away)",Listed 69 days ago,WP1AA2A5XMLB04408,B04408,0,2,Clean Title,Personal,12/14/2024,PORSCHE,Macan,Base,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2021,5
