Car Name,Car Webpage,Car Health,Price,Exterior,Interior,Miles,Fuel Type,Fuel Efficiency (mileage),EPA Range,Transmission,Drivetrain,Engine,Location,Listing Status,VIN,Stock Number,Accidents,Owners,Car Title Status,Use Type,Vehicle Last Inspected
2016 BMW 320i Sedan RWD,https://www.truecar.com/used-cars-for-sale/listing/WBA8A9C52GK617200/2016-bmw-3-series/,Used,"$9,500",Mineral White Metallic,Black,"100,613 miles",Gas,24 city / 36 highway,,Automatic Transmission,RWD,2.0L Inline-4 Gas Inline,"South Gate, CA",Listed 177 days ago,WBA8A9C52GK617200,61720000,0,2,Clean Title,Personal,1/22/2025
2022 Ford Escape SEL AWD,https://www.truecar.com/used-cars-for-sale/listing/1FMCU9H92NUA44697/2022-ford-escape/,Used,"$13,999",Iconic Silver Metallic,Ebony,"86,719 miles",Gas,22 city / 31 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Glendale, CA",Listed 66 days ago,1FMCU9H92NUA44697,98955430,0,1,Clean Title,Personal,12/14/2024
2017 Jeep Grand Cherokee Overland RWD,https://www.truecar.com/used-cars-for-sale/listing/1C4RJECG0HC712822/2017-jeep-grand-cherokee/,Used,"$13,400",Ivory 3-Coat,Black,"113,659 miles",Gas,19 city / 26 highway,,Automatic Transmission,RWD,3.6L V-6 Gas V,"South Gate, CA",Listed 91 days ago,1C4RJECG0HC712822,71282200,0,2,Clean Title,Personal,2/2/2025
2006 Land Rover Range Rover HSE,https://www.truecar.com/used-cars-for-sale/listing/SALMF15476A205473/2006-land-rover-range-rover/,Used,"$7,995",Chawton White,Black,"125,677 miles",Gas,14 city / 18 highway,,Automatic Transmission,4WD,4.4L V-8 Gas V,"Sherman Oaks, CA",Listed 79 days ago,SALMF15476A205473,12834,0,3,Clean Title,Personal,12/30/2024
2017 Honda Civic LX Sedan CVT,https://www.truecar.com/used-cars-for-sale/listing/2HGFC2F54HH502101/2017-honda-civic/,Used,"$10,111",Crystal Black Pearl,Black,"130,797 miles",Gas,31 city / 40 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Van Nuys, CA",Listed 96 days ago,2HGFC2F54HH502101,2024344,0,2,Clean Title,Personal,1/28/2025
2020 Tesla Model 3 Performance Dual Motor AWD,https://www.truecar.com/used-cars-for-sale/listing/5YJ3E1EC9LF624117/2020-tesla-model-3/,Used,"$23,488",Pearl White Multi-Coat,Black,"53,466 miles",Electric,,310 mi,Automatic Transmission,AWD,L - Electric,"Beverly Hills, CA",Listed 24 days ago,5YJ3E1EC9LF624117,LF624117C,0,2,Clean Title,Personal,1/25/2025
2022 Toyota Prius LE FWD,https://www.truecar.com/used-cars-for-sale/listing/JTDKAMFU4N3180225/2022-toyota-prius/,Used,"$18,999",Black,Black,"19,524 miles",Hybrid,54 city / 50 highway,,Automatic Transmission,FWD,1.8L Inline-4 Hybrid Inline,"Los Angeles, CA",Listed 42 days ago,JTDKAMFU4N3180225,N3180225,0,1,Clean Title,Personal,1/7/2025
2019 Tesla Model X P100D,https://www.truecar.com/used-cars-for-sale/listing/5YJXCBE46KF154620/2019-tesla-model-x/,Used,"$34,777",Solid Black,Black,"99,604 miles",Electric,,289 mi,Automatic Transmission,AWD,L - Electric,"Culver City, CA",Listed 46 days ago,5YJXCBE46KF154620,T31015P,0,2,Clean Title,Fleet,1/3/2025
2005 Acura TL Automatic,https://www.truecar.com/used-cars-for-sale/listing/19UUA66265A033405/2005-acura-tl/,Used,"$7,995",Gray,Unknown,"107,472 miles",Gas,20 city / 29 highway,,Automatic Transmission,FWD,3.2L V-6 Gas V,"Los Angeles, CA",Listed 16 days ago,19UUA66265A033405,A033405K,0,2,Clean Title,Personal,2/2/2025
2022 Tesla Model Y Long Range AWD,https://www.truecar.com/used-cars-for-sale/listing/7SAYGAEE2NF402087/2022-tesla-model-y/,Used,"$20,999",Pearl White Multi-Coat,Black,"84,249 miles",Electric,,326 mi,Automatic Transmission,AWD,L - Electric,"Los Angeles, CA",Listed 34 days ago,7SAYGAEE2NF402087,402087,0,1,Clean Title,Personal,1/10/2025
2016 Honda CR-V LX FWD,https://www.truecar.com/used-cars-for-sale/listing/2HKRM3H33GH501392/2016-honda-cr-v/,Used,"$9,966",Crystal Black Pearl,Black,"158,179 miles",Gas,26 city / 33 highway,,Automatic Transmission,FWD,2.4L Inline-4 Gas Inline,"Los Angeles, CA",Listed 87 days ago,2HKRM3H33GH501392,H501392T,0,2,Clean Title,Personal,2/6/2025
2017 Mercedes-Benz C 300 Sedan RWD,https://www.truecar.com/used-cars-for-sale/listing/55SWF4JB0HU217401/2017-mercedes-benz-c-class/,Used,"$14,999",Black,White,"71,488 miles",Gas,23 city / 30 highway,,Automatic Transmission,RWD,2.0L Inline-4 Gas Inline,"Los Angeles, CA",Listed 11 days ago,55SWF4JB0HU217401,217401,0,3,Clean Title,Fleet,2/7/2025
2022 BMW X5 sDrive40i RWD,https://www.truecar.com/used-cars-for-sale/listing/5UXCR4C00N9K28975/2022-bmw-x5/,Used,"$21,996",Phytonic Blue Metallic,Cognac,"128,032 miles",Gas,21 city / 26 highway,,Automatic Transmission,RWD,3.0L Inline-6 Gas Inline,"Beverly Hills, CA",Listed 9 days ago,5UXCR4C00N9K28975,TN9K28975,0,1,Clean Title,Personal,1/25/2025
2021 Ferrari SF90 Coupe,https://www.truecar.com/used-cars-for-sale/listing/ZFF95NLA3M0264301/2021-ferrari-sf90/,Used,"$459,900",Grigio Scuro,Nero,"1,353 miles",Hybrid,,,Automatic Transmission,AWD,4.0L V-8 Hybrid V,"Los Angeles, CA",Listed 33 days ago,ZFF95NLA3M0264301,C2039,0,2,Clean Title,Personal,1/16/2025
2020 Jeep Grand Cherokee Limited RWD,https://www.truecar.com/used-cars-for-sale/listing/1C4RJEBGXLC265958/2020-jeep-grand-cherokee/,Used,"$16,800",Bright White Clearcoat,Black,"95,981 miles",Gas,19 city / 26 highway,,Automatic Transmission,RWD,3.6L V-6 Gas V,"South Gate, CA",Listed 172 days ago,1C4RJEBGXLC265958,26595800,0,2,Clean Title,Rental,12/9/2024
2022 Toyota Prius LE FWD,https://www.truecar.com/used-cars-for-sale/listing/JTDKAMFU0N3180187/2022-toyota-prius/,Used,"$18,999",Black,Black,"21,270 miles",Hybrid,54 city / 50 highway,,Automatic Transmission,FWD,1.8L Inline-4 Hybrid Inline,"Los Angeles, CA",Listed 35 days ago,JTDKAMFU0N3180187,N3180187,0,1,Clean Title,Personal,1/14/2025
2018 Ford Focus SE Sedan,https://www.truecar.com/used-cars-for-sale/listing/1FADP3F2XJL304207/2018-ford-focus/,Used,"$6,950",Outrageous Green Metallic Tinted Clearcoat,Medium Light Stone,"89,324 miles",Gas,30 city / 40 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Los Angeles, CA",Listed 34 days ago,1FADP3F2XJL304207,304207,0,2,Clean Title,Fleet,12/9/2024
2009 Audi S5 Coupe Automatic,https://www.truecar.com/used-cars-for-sale/listing/WAURV78T49A019106/2009-audi-s5/,Used,"$10,750",Black,Beige Leather,"107,349 miles",Gas,16 city / 24 highway,,Automatic Transmission,AWD,4.2L V-8 Gas V,"Burbank, CA",Listed 41 days ago,WAURV78T49A019106,019106,0,3,Clean Title,Personal,1/8/2025
2015 Jeep Grand Cherokee Summit 4WD,https://www.truecar.com/used-cars-for-sale/listing/1C4RJFJG2FC815410/2015-jeep-grand-cherokee/,Used,"$18,488",Bright White Clearcoat,Black,"48,838 miles",Gas,17 city / 24 highway,,Automatic Transmission,4WD,3.6L V-6 Gas V,"Redondo Beach, CA",Listed 3 days ago,1C4RJFJG2FC815410,8604,0,1,Clean Title,Personal,2/15/2025
2022 Toyota Prius LE FWD,https://www.truecar.com/used-cars-for-sale/listing/JTDKAMFU4N3180306/2022-toyota-prius/,Used,"$19,999",Black,Black,"19,604 miles",Hybrid,54 city / 50 highway,,Automatic Transmission,FWD,1.8L Inline-4 Hybrid Inline,"Los Angeles, CA",Listed 46 days ago,JTDKAMFU4N3180306,N3180306,0,1,Clean Title,Personal,1/3/2025
2022 Toyota Prius LE FWD,https://www.truecar.com/used-cars-for-sale/listing/JTDKAMFU0N3178925/2022-toyota-prius/,Used,"$19,999",Black,Black,"20,092 miles",Hybrid,54 city / 50 highway,,Automatic Transmission,FWD,1.8L Inline-4 Hybrid Inline,"Los Angeles, CA",Listed 42 days ago,JTDKAMFU0N3178925,N3178925,0,1,Clean Title,Personal,1/7/2025
2022 Toyota Prius LE FWD,https://www.truecar.com/used-cars-for-sale/listing/JTDKAMFU8N3180597/2022-toyota-prius/,Used,"$19,999",Black,Black,"24,206 miles",Hybrid,54 city / 50 highway,,Automatic Transmission,FWD,1.8L Inline-4 Hybrid Inline,"Los Angeles, CA",Listed 35 days ago,JTDKAMFU8N3180597,N3180597,0,1,Clean Title,Personal,1/14/2025
2019 FIAT 500e Hatchback,https://www.truecar.com/used-cars-for-sale/listing/3C3CFFGE2KT770873/2019-fiat-500e/,Used,"$12,200",Vesuvio Black Pearl,Black,"17,535 miles",Electric,,84 mi,Automatic Transmission,FWD,L - Electric,"Reseda, CA",Listed 46 days ago,3C3CFFGE2KT770873,T770873P,0,2,Clean Title,Personal,12/31/2024
2012 Mercedes-Benz GL 450 4MATIC,https://www.truecar.com/used-cars-for-sale/listing/4JGBF7BE1CA776351/2012-mercedes-benz-gl/,Used,"$5,950",Black,Black,"159,880 miles",Gas,13 city / 18 highway,,Automatic Transmission,AWD,4.7L V-8 Gas V,"Sherman Oaks, CA",Listed 299 days ago,4JGBF7BE1CA776351,1680,0,2,Clean Title,Personal,12/6/2024
2022 Chevrolet Malibu LT,https://www.truecar.com/used-cars-for-sale/listing/1G1ZD5ST5NF184834/2022-chevrolet-malibu/,Used,"$12,995",Summit White,Dark Atmosphere/ Medium Ash Gray,"99,369 miles",Gas,29 city / 36 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"South Gate, CA",Listed 82 days ago,1G1ZD5ST5NF184834,184834,0,1,Clean Title,Mixed,2/11/2025
2019 Nissan Sentra S CVT,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP4KY384816/2019-nissan-sentra/,Used,"$11,950",Fresh Powder,Charcoal,"19,016 miles",Gas,27 city / 35 highway,,Automatic Transmission,FWD,1.8L Inline-4 Gas Inline,"Van Nuys, CA",Listed 13 days ago,3N1AB7AP4KY384816,2829,0,2,Clean Title,Fleet,2/5/2025
2022 Ford Explorer XLT RWD,https://www.truecar.com/used-cars-for-sale/listing/1FMSK7DHXNGA71535/2022-ford-explorer/,Used,"$18,988",Star White Metallic Tri-Coat,Ebony,"85,875 miles",Gas,21 city / 28 highway,,Automatic Transmission,RWD,2.3L Inline-4 Gas Inline,"Hawthorne, CA",Listed 26 days ago,1FMSK7DHXNGA71535,B52399A,0,1,Clean Title,Personal,1/23/2025
2022 Toyota Prius LE FWD,https://www.truecar.com/used-cars-for-sale/listing/JTDKAMFU7N3180476/2022-toyota-prius/,Used,"$17,999",Black,Black,"22,314 miles",Hybrid,54 city / 50 highway,,Automatic Transmission,FWD,1.8L Inline-4 Hybrid Inline,"Los Angeles, CA",Listed 35 days ago,JTDKAMFU7N3180476,N3180476,0,1,Clean Title,Personal,1/14/2025
2015 Chevrolet Cruze LT with 1LT Automatic,https://www.truecar.com/used-cars-for-sale/listing/1G1PC5SB5F7261408/2015-chevrolet-cruze/,Used,"$5,395",Siren Red Tintcoat,Jet Black,"108,478 miles",Gas,26 city / 38 highway,,Automatic Transmission,FWD,1.4L Inline-4 Gas Inline,"Hawthorne, CA",Listed 62 days ago,1G1PC5SB5F7261408,7261408,0,4,Clean Title,Fleet,12/18/2024
2010 Mercedes-Benz GL 450 4MATIC,https://www.truecar.com/used-cars-for-sale/listing/4JGBF7BE8AA573289/2010-mercedes-benz-gl/,Used,"$6,500",Gray,Black,"168,310 miles",Gas,13 city / 17 highway,,Automatic Transmission,AWD,4.7L V-8 Gas V,"Los Angeles, CA",Listed 27 days ago,4JGBF7BE8AA573289,573289,0,1,Clean Title,Personal,1/22/2025
2023 VinFast VF 8 Plus,https://www.truecar.com/used-cars-for-sale/listing/RLLV1AFA5PH002837/2023-vinfast-vf-8/,Used,"$27,495",Brahminy White,Granite Black,"1,382 miles",Electric,,191 mi,Automatic Transmission,AWD,L - Electric,"Sherman Oaks, CA",Listed 97 days ago,RLLV1AFA5PH002837,D3015,0,1,Clean Title,Personal,1/6/2025
2013 Toyota Prius Two,https://www.truecar.com/used-cars-for-sale/listing/JTDKN3DU7D1620966/2013-toyota-prius/,Used,"$6,998",Black,Misty Gray,"169,620 miles",Hybrid,51 city / 48 highway,,Automatic Transmission,FWD,1.8L Inline-4 Hybrid Inline,"San Diego, CA",Listed 43 days ago,JTDKN3DU7D1620966,5N03445A,0,2,Clean Title,Personal,1/6/2025
2019 Tesla Model 3 Mid Range RWD,https://www.truecar.com/used-cars-for-sale/listing/5YJ3E1EA4KF419687/2019-tesla-model-3/,Used,"$16,998",Midnight Silver Metallic,Black,"69,645 miles",Electric,,260 mi,Automatic Transmission,RWD,L - Electric,"San Diego, CA",Listed 10 days ago,5YJ3E1EA4KF419687,26117,0,1,Clean Title,Fleet,2/8/2025
2014 Ford Focus SE Sedan,https://www.truecar.com/used-cars-for-sale/listing/1FADP3F29EL336927/2014-ford-focus/,Used,"$7,999",Oxford White,Gray,"47,170 miles",Gas,26 city / 36 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"San Diego, CA",Listed 12 days ago,1FADP3F29EL336927,null,0,1,Clean Title,Personal,2/6/2025
2020 Jaguar I-PACE SE AWD,https://www.truecar.com/used-cars-for-sale/listing/SADHC2S11L1F80232/2020-jaguar-i-pace/,Used,"$20,580",Yulong White Metallic,Light Oyster,"58,392 miles",Electric,,234 mi,Automatic Transmission,AWD,L - Electric,"San Diego, CA",Listed 21 days ago,SADHC2S11L1F80232,T541635A,0,1,Clean Title,Personal,1/28/2025
2021 Hyundai Kona Electric SEL,https://www.truecar.com/used-cars-for-sale/listing/KM8K23AGXMU110113/2021-hyundai-kona-electric/,Used,"$14,994",Chalk White,Black,"57,462 miles",Electric,,258 mi,Automatic Transmission,FWD,L - Electric,"San Diego, CA",Listed 2 days ago,KM8K23AGXMU110113,26057,0,1,Clean Title,Fleet,1/23/2025
2016 Mercedes-Benz C 300 Sedan RWD,https://www.truecar.com/used-cars-for-sale/listing/55SWF4JB2GU169804/2016-mercedes-benz-c-class/,Used,"$15,242",Black,Black,"64,408 miles",Gas,25 city / 34 highway,,Automatic Transmission,RWD,2.0L Inline-4 Gas Inline,"San Diego, CA",Listed 60 days ago,55SWF4JB2GU169804,GU169804P,0,1,Clean Title,Personal,12/20/2024
2003 Audi TT Roadster quattro Manual,https://www.truecar.com/used-cars-for-sale/listing/TRUUT28N331012930/2003-audi-tt/,Used,"$5,950",Brilliant Black,Aviator Gray,"99,626 miles",Gas,20 city / 29 highway,,Manual Transmission,AWD,1.8L Inline-4 Gas Inline,"San Diego, CA",Listed 82 days ago,TRUUT28N331012930,1005,0,5,Clean Title,Personal,2/11/2025
2015 Mercedes-Benz GL 550 4MATIC,https://www.truecar.com/used-cars-for-sale/listing/4JGDF7DE4FA497289/2015-mercedes-benz-gl/,Used,"$18,977",Black,Unknown,"81,335 miles",Gas,13 city / 18 highway,,Automatic Transmission,AWD,4.7L V-8 Gas V,"San Diego, CA",Listed 63 days ago,4JGDF7DE4FA497289,SA3421,0,2,Clean Title,Personal,12/17/2024
2013 Toyota Prius Five,https://www.truecar.com/used-cars-for-sale/listing/JTDKN3DU8D1619079/2013-toyota-prius/,Used,"$10,999",Gray,Gray,"110,359 miles",Hybrid,51 city / 48 highway,,Automatic Transmission,FWD,1.8L Inline-4 Hybrid Inline,"San Diego, CA",Listed 3 days ago,JTDKN3DU8D1619079,null,0,3,Clean Title,Personal,2/15/2025
2016 Ford F-150 XLT SuperCrew 5.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1EP1GKF20285/2016-ford-f-150/,Used,"$16,950",White,Gray,"130,579 miles",Gas,17 city / 23 highway,,Automatic Transmission,4WD,2.7L V-6 Gas V,"San Diego, CA",Listed 7 days ago,1FTEW1EP1GKF20285,7050,0,1,Clean Title,Personal,1/7/2025
2023 Jeep Wrangler Unlimited Sahara 4xe,https://www.truecar.com/used-cars-for-sale/listing/1C4JJXP67PW703753/2023-jeep-wrangler/,Certified Pre-Owned,"$32,777",Granite Crystal Metallic Clearcoat,Black,"35,657 miles",Plug-In Hybrid,,,Automatic Transmission,4WD,2.0L Inline-4 Plug-In Hybrid Inline,"San Diego, CA",Listed 56 days ago,1C4JJXP67PW703753,P11981,0,1,Clean Title,Personal,12/24/2024
2014 BMW 335i xDrive Sedan AWD,https://www.truecar.com/used-cars-for-sale/listing/WBA3B9C53EP458713/2014-bmw-3-series/,Used,"$9,995",Jet Black,Black,"125,303 miles",Gas,20 city / 30 highway,,Automatic Transmission,AWD,3.0L Inline-6 Gas Inline,"San Diego, CA",Listed 52 days ago,WBA3B9C53EP458713,null,0,4,Clean Title,Personal,12/28/2024
2024 Toyota Mirai XLE,https://www.truecar.com/used-cars-for-sale/listing/JTDAAAAA1RA011918/2024-toyota-mirai/,Used,"$22,900",Oxygen White,Heated Front Bucket Seats,"2,200 miles",Hydrogen,,,Automatic Transmission,RWD,L - Hydrogen,"LA MESA, CA",Listed 35 days ago,JTDAAAAA1RA011918,T102039,0,1,Clean Title,Personal,1/14/2025
2012 Mercedes-Benz Sprinter Cargo Van 2500 Standard Roof SWB,https://www.truecar.com/used-cars-for-sale/listing/WD3PE7CC6C5723156/2012-mercedes-benz-sprinter-cargo-van/,Used,"$19,999",Arctic White,Black,"56,518 miles",Diesel,,,Automatic Transmission,RWD,3.0L V-6 Diesel V,"El Cajon, CA",Listed 17 days ago,WD3PE7CC6C5723156,250087,0,2,Clean Title,Fleet,2/1/2025
2016 Nissan Altima 2.5 S,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP7GN325109/2016-nissan-altima/,Used,"$7,425",Gray,Gray,"124,000 miles",Gas,27 city / 39 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"San Diego, CA",Listed 12 days ago,1N4AL3AP7GN325109,C24RFA,0,2,Clean Title,Mixed,2/6/2025
2014 Ford Focus SE Sedan,https://www.truecar.com/used-cars-for-sale/listing/1FADP3F27EL336926/2014-ford-focus/,Used,"$7,999",Oxford White,Gray,"49,742 miles",Gas,26 city / 36 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"San Diego, CA",Listed 11 days ago,1FADP3F27EL336926,null,0,1,Clean Title,Personal,2/7/2025
2021 Nissan Kicks S,https://www.truecar.com/used-cars-for-sale/listing/3N1CP5BVXML490506/2021-nissan-kicks/,Used,"$8,995",Electric Blue Metallic,Charcoal,"156,076 miles",Gas,31 city / 36 highway,,Automatic Transmission,FWD,1.6L Inline-4 Gas Inline,"La Mesa, CA",Listed 6 days ago,3N1CP5BVXML490506,490506,0,2,Clean Title,Personal,2/12/2025
2022 Honda HR-V LX FWD,https://www.truecar.com/used-cars-for-sale/listing/3CZRU5H38NM718238/2022-honda-hr-v/,Used,"$11,950",Platinum White Pearl,Black,"157,310 miles",Gas,28 city / 34 highway,,Automatic Transmission,FWD,1.8L Inline-4 Gas Inline,"San Diego, CA",Listed 3 days ago,3CZRU5H38NM718238,41,0,1,Clean Title,Personal,1/29/2025
2005 Lexus ES 330,https://www.truecar.com/used-cars-for-sale/listing/JTHBA30G355080732/2005-lexus-es/,Used,"$5,699",Classic Silver Metallic,Gray,"150,966 miles",Gas,21 city / 29 highway,,Automatic Transmission,FWD,3.3L V-6 Gas V,"San Diego, CA",Listed 3 days ago,JTHBA30G355080732,null,0,3,Clean Title,Personal,2/15/2025
2014 Nissan JUKE SL AWD CVT,https://www.truecar.com/used-cars-for-sale/listing/JN8AF5MV1ET483854/2014-nissan-juke/,Used,"$8,999",White Pearl,Black/Red,"87,733 miles",Gas,25 city / 30 highway,,Automatic Transmission,AWD,1.6L Inline-4 Gas Inline,"San Diego, CA",Listed 10 days ago,JN8AF5MV1ET483854,null,0,2,Clean Title,Personal,2/8/2025
2011 Ford Econoline Wagon E-350 Super Duty XLT,https://www.truecar.com/used-cars-for-sale/listing/1FBNE3BL0BDA42409/2011-ford-econoline-wagon/,Used,"$13,995",White,Medium Flint Cloth,"78,289 miles",Gas,11 city / 15 highway,,Automatic Transmission,RWD,5.4L V-8 Gas V,"El Cajon, CA",Listed 11 days ago,1FBNE3BL0BDA42409,250082,0,3,Clean Title,Personal,2/7/2025
2018 GMC Sierra 1500 SLT Crew Cab Short Box 2WD,https://www.truecar.com/used-cars-for-sale/listing/3GTU1NER6JG177877/2018-gmc-sierra-1500/,Used,"$18,950",Onyx Black,Dark Ash Seats With Jet Black Interior Accents,"150,427 miles",Gas,16 city / 23 highway,,Automatic Transmission,RWD,5.3L V-8 Gas V,"San Diego, CA",Listed 14 days ago,3GTU1NER6JG177877,177877,0,1,Clean Title,Personal,2/4/2025
2015 BMW 650i Gran Coupe RWD,https://www.truecar.com/used-cars-for-sale/listing/WBA6B2C51FGB99728/2015-bmw-6-series/,Used,"$21,677",Ruby Black Metallic,Black,"57,632 miles",Gas,17 city / 25 highway,,Automatic Transmission,RWD,4.4L V-8 Gas V,"National City, CA",Listed 91 days ago,WBA6B2C51FGB99728,11082,0,3,Clean Title,Personal,12/5/2024
2008 BMW 535xi Touring Wagon AWD,https://www.truecar.com/used-cars-for-sale/listing/WBAPT73528CX02186/2008-bmw-5-series/,Used,"$5,950",Jet Black,Beige,"129,777 miles",Gas,16 city / 24 highway,,Automatic Transmission,AWD,3.0L Inline-6 Gas Inline,"San Diego, CA",Listed 3 days ago,WBAPT73528CX02186,16,0,3,Clean Title,Personal,1/29/2025
2018 Volkswagen Golf GTI 2.0T Autobahn Manual,https://www.truecar.com/used-cars-for-sale/listing/3VW547AU2JM287454/2018-volkswagen-golf-gti/,Used,"$17,995",White Silver Metallic,Titan Black,"51,657 miles",Gas,25 city / 33 highway,,Manual Transmission,FWD,2.0L Inline-4 Gas Inline,"El Cajon, CA",Listed 68 days ago,3VW547AU2JM287454,241376,0,4,Clean Title,Personal,12/12/2024
2017 Chrysler Pacifica Limited,https://www.truecar.com/used-cars-for-sale/listing/2C4RC1GG6HR570514/2017-chrysler-pacifica/,Used,"$13,998",Billet Silver Metallic Clearcoat,Black/Alloy,"88,422 miles",Gas,19 city / 28 highway,,Automatic Transmission,FWD,3.6L V-6 Gas V,"National City, CA",Listed 23 days ago,2C4RC1GG6HR570514,7278,0,2,Clean Title,Personal,2/11/2025
2014 Nissan Altima 2.5 S,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP1EN371211/2014-nissan-altima/,Used,"$5,999",Pearl White,Charcoal,"125,412 miles",Gas,27 city / 38 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"San Diego, CA",Listed 39 days ago,1N4AL3AP1EN371211,null,0,4,Clean Title,Fleet,1/10/2025
2005 Mercedes-Benz SL 500 Roadster,https://www.truecar.com/used-cars-for-sale/listing/WDBSK75FX5F092312/2005-mercedes-benz-sl/,Used,"$13,899",Mars Red,Tan,"54,425 miles",Gas,16 city / 23 highway,,Automatic Transmission,RWD,5.0L V-8 Gas V,"San Diego, CA",Listed 39 days ago,WDBSK75FX5F092312,3039,0,4,Clean Title,Fleet,1/10/2025
2018 Tesla Model 3 Long Range RWD,https://www.truecar.com/used-cars-for-sale/listing/5YJ3E1EA9JF011149/2018-tesla-model-3/,Used,"$20,899",Deep Blue Metallic,Black,"44,085 miles",Electric,,310 mi,Automatic Transmission,RWD,L - Electric,"San Diego, CA",Listed 13 days ago,5YJ3E1EA9JF011149,T541270A,0,1,Clean Title,Personal,2/5/2025
2014 Volkswagen Jetta Hybrid SEL Premium Sedan DSG,https://www.truecar.com/used-cars-for-sale/listing/3VW637AJ0EM327694/2014-volkswagen-jetta/,Used,"$8,999",Silver,Gray,"98,566 miles",Hybrid,42 city / 48 highway,,Automatic Transmission,FWD,1.4L Inline-4 Hybrid Inline,"San Diego, CA",Listed 114 days ago,3VW637AJ0EM327694,null,0,2,Clean Title,Personal,12/8/2024
2018 FIAT 500e Hatchback,https://www.truecar.com/used-cars-for-sale/listing/3C3CFFGE0JT377484/2018-fiat-500e/,Used,"$9,700",Perla White Tri-Coat,Black,"39,375 miles",Electric,,84 mi,Automatic Transmission,FWD,L - Electric,"Sunnyvale, CA",Listed 176 days ago,3C3CFFGE0JT377484,240809,0,3,Clean Title,Personal,1/23/2025
2014 Tesla Model S P85 RWD,https://www.truecar.com/used-cars-for-sale/listing/5YJSA1H15EFP48003/2014-tesla-model-s/,Used,"$16,999",White,Tan,"41,500 miles",Electric,,265 mi,Automatic Transmission,RWD,L - Electric,"Newark, CA",Listed 48 days ago,5YJSA1H15EFP48003,P48003,0,3,Clean Title,Fleet,1/13/2025
2018 Tesla Model 3 Performance Dual Motor,https://www.truecar.com/used-cars-for-sale/listing/5YJ3E1EB9JF106500/2018-tesla-model-3/,Used,"$23,588",Pearl White Multi-Coat,Black,"58,189 miles",Electric,,310 mi,Automatic Transmission,AWD,L - Electric,"San Jose, CA",Listed 25 days ago,5YJ3E1EB9JF106500,JF106500T,0,2,Clean Title,Personal,1/24/2025
2019 Kia Niro EV EX,https://www.truecar.com/used-cars-for-sale/listing/KNDCC3LG8K5026947/2019-kia-niro-ev/,Used,"$17,026",Aluminum Silver,Charcoal,"22,232 miles",Electric,,239 mi,Automatic Transmission,FWD,L - Electric,"San Jose, CA",Listed 34 days ago,KNDCC3LG8K5026947,SS144346A,0,1,Clean Title,Personal,1/15/2025
2018 Ford Fusion SE FWD,https://www.truecar.com/used-cars-for-sale/listing/3FA6P0HD3JR227655/2018-ford-fusion/,Buy Online,"$12,999",Magnetic Metallic,Medium Light Stone,"41,105 miles",Gas,21 city / 32 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"San Jose, CA",Listed 38 days ago,3FA6P0HD3JR227655,UFD6423A,0,3,Clean Title,Fleet,1/11/2025
2017 Tesla Model S P100D AWD,https://www.truecar.com/used-cars-for-sale/listing/5YJSA1E49HF186657/2017-tesla-model-s/,Used,"$26,955",Deep Blue Metallic,Black,"80,906 miles",Electric,,315 mi,Automatic Transmission,AWD,L - Electric,"Mountain View, CA",Listed 23 days ago,5YJSA1E49HF186657,HF186657,0,1,Clean Title,Personal,1/26/2025
2022 Chevrolet Malibu LT,https://www.truecar.com/used-cars-for-sale/listing/1G1ZD5ST4NF194724/2022-chevrolet-malibu/,Used,"$15,998",Mineral Gray Metallic,Jet Black,"59,741 miles",Gas,29 city / 36 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Pleasanton, CA",Listed 8 days ago,1G1ZD5ST4NF194724,26830247,0,1,Clean Title,Rental,12/21/2024
